state,issuer_name,plan_marketing_name,plan_type,rating_area,premium_adult_individual_age_27,premium_adult_individual_age_50,premium_family_age_30,drug_deductable_individual_in_network,drug_deductable_individual_out_of_network,medical_deductable_family_in_network,medical_deductable_family_out_of_network,drug_deductable_family_out_of_network,medical_maximum_out_of_pocket_individual_in_network,drug_maximum_out_of_pocket_individual_in_network,medical_maximum_out_of_pocket_individual_out_of_network,drug_maximum_out_of_pocket_individual_in_network,medical_maximum_out_of_pocket_family_in_network,drug_maximum_out_of_pocket_family_in_network,medical_maximum_out_of_pocket_family_out_of_network,drug_maximum_out_of_pocket_family_out_of_network
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 25,239.61,408.34,664.18,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 13,240.12,409.21,811.08,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 1,240.24,409.41,665.92,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 41,240.24,409.41,665.92,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 42,240.24,409.41,665.92,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 30,240.24,409.41,665.92,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 23,240.24,409.41,665.92,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential 1439,EPO,Rating Area 55,240.45,409.78,812.24,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 2,240.77,410.32,813.26,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 23,240.86,410.47,813.6,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 61,241.02,410.75,814.13,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 27,241.53,411.62,669.51,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 42,241.59,411.72,816.06,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 56,241.59,411.72,816.06,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential 1439,EPO,Rating Area 58,241.79,412.05,816.72,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 29,242.23,412.81,818.22,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 27,242.69,413.59,819.78,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 25,242.76,413.71,820,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 64,242.76,413.71,820,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 16,243.52,415,822.56,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 16,243.55,415.07,822.68,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 40,243.75,415.39,823.34,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential 1439,EPO,Rating Area 48,243.92,415.69,823.94,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 1,243.96,415.75,824.06,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 20,243.96,415.75,824.06,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 37,243.96,415.75,824.06,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 31,243.97,415.78,824.12,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 12,244.02,415.86,824.28,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 11,244.07,415.94,824.42,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 28,244.08,415.97,824.48,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 55,244.35,416.42,825.36,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 44,244.66,416.96,678.19,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 46,244.66,416.96,678.19,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 17,244.88,417.32,827.14,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 66,244.88,417.32,827.14,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 34,245.11,417.72,827.96,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,HMO,Rating Area 11,245.89,419.05,830.6,3000,MAX,6000,MAX,MAX,4000,0,MAX,MAX,8000,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 41,245.92,419.1,830.69,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 26,245.93,419.11,681.68,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 60,246.77,420.54,833.54,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 3,247.19,421.27,685.19,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,HMO,Rating Area 13,247.23,421.34,835.12,3000,MAX,6000,MAX,MAX,4000,0,MAX,MAX,8000,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 13,247.56,421.89,836.22,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 5,247.78,422.27,836.96,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 7,247.89,422.46,837.34,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 55,247.91,422.49,837.4,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 15,248.05,422.72,837.85,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 23,248.33,423.2,838.8,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 62,248.46,423.42,839.24,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 11,248.73,423.89,840.18,1500,1500,3000,3000,0,6350,0,11500,MAX,12700,0,3000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 22,248.74,423.9,840.2,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 7,248.75,423.92,689.52,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 25,248.75,423.92,689.52,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 58,249.29,424.84,842.06,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 56,249.3,424.86,842.12,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 46,249.37,424.97,842.31,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 41,249.41,425.04,691.34,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 1,249.41,425.04,691.34,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 23,249.41,425.04,691.34,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 30,249.41,425.04,691.34,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 42,249.41,425.04,691.34,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 39,249.58,425.34,843.06,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 18,249.86,425.82,844.02,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 67,249.86,425.82,844.02,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 13,250.08,426.19,844.76,1500,1500,3000,3000,0,6350,0,11500,MAX,12700,0,3000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 8,250.15,426.3,844.96,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 25,250.28,426.53,845.42,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 64,250.28,426.53,845.42,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 10,250.69,427.22,846.8,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 42,250.69,427.22,846.8,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 51,250.69,427.22,846.8,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 14,250.71,427.26,846.85,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 63,250.71,427.26,846.85,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 16,251.1,427.93,848.2,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential 1439,EPO,Rating Area 49,251.38,428.41,849.14,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 11,251.38,428.41,849.14,2500,2500,5000,5000,0,4500,0,10500,MAX,9000,0,21000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 48,251.49,428.58,849.48,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 1,251.52,428.63,849.59,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 20,251.52,428.63,849.59,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 37,251.52,428.63,849.59,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 38,251.62,428.81,697.48,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 36,251.62,428.81,697.48,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 13,251.62,428.81,697.48,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 11,251.62,428.81,697.48,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 12,251.62,428.81,697.48,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 14,251.62,428.81,697.48,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 20,251.62,428.81,697.48,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 29,251.62,428.81,697.48,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 28,251.65,428.85,850.04,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 55,251.92,429.32,850.93,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 35,252.25,429.88,699.22,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 16,252.25,429.88,699.22,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 21,252.25,429.88,699.22,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 31,252.25,429.88,699.22,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 59,252.27,429.92,852.14,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 17,252.46,430.25,852.78,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 66,252.46,430.25,852.78,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 36,252.68,430.61,853.5,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 13,252.76,430.75,853.78,2500,2500,5000,5000,0,4500,0,10500,MAX,9000,0,21000,NULL
WI,Arise Health Plan,Healthy1Engage,HMO,Rating Area 10,253.07,431.28,854.83,3000,MAX,6000,MAX,MAX,4000,0,MAX,MAX,8000,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 10,253.51,432.04,702.73,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 19,253.51,432.04,702.73,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 33,253.51,432.04,702.73,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 41,253.55,432.1,856.46,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 61,253.8,432.53,857.3,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 44,254,432.87,704.07,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 46,254,432.87,704.07,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 60,254.42,433.58,859.4,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 52,254.65,433.97,860.18,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 6,254.97,434.51,861.24,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 3,254.97,434.51,861.24,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 2,254.97,434.51,861.24,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 19,254.97,434.51,861.24,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 26,255.31,435.11,707.72,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 5,255.46,435.35,862.92,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 13,255.49,435.41,863.02,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 7,255.58,435.56,863.32,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 35,255.71,435.77,863.74,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 15,255.73,435.82,863.81,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 10,255.99,436.27,864.72,1500,1500,3000,3000,0,6350,0,11500,MAX,12700,0,3000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 11,256.05,436.37,864.92,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 62,256.16,436.54,865.26,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 22,256.45,437.04,866.26,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 3,256.63,437.34,711.35,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 30,256.89,437.81,867.78,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 56,257.02,438.03,868.22,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 46,257.08,438.14,868.44,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 12,257.18,438.29,868.72,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 40,257.18,438.29,868.72,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 39,257.32,438.52,869.18,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 18,257.61,439.02,870.16,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 67,257.61,439.02,870.16,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 8,257.89,439.51,871.16,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 10,258.45,440.46,873.02,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 42,258.45,440.46,873.02,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
